age,citizen,unit,sex,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 
Y71,UNK,NR,F,SI	0 	: 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,F,SK	: 	: b	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,F,UK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,AT	0 	0 	0 	1 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,BE	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,BG	0 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,CH	0 	0 	0 b	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,CY	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,CZ	0 	: 	: 	: 	0 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,DE	0 	0 	0 	0 	1 b	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,DK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,EE	0 	0 	: 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,ES	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,FI	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,FR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,HR	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,HU	0 	0 	0 	0 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,IE	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,IS	0 	0 	0 	: 	: b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,IT	0 	0 	0 	0 	0 p	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,LI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,LU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,LV	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,ME	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,MK	: 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,MT	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,NL	0 	1 	7 	5 	3 b	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,NO	0 	0 	: 	: 	: 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,PL	0 	0 	0 	0 	0 b	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,PT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,RO	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,SE	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,SI	0 	: 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,SK	: 	: b	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,M,UK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,AT	0 	0 	0 	1 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,BE	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,BG	0 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,CH	0 	0 	0 b	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,CY	0 	0 	0 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,CZ	0 	: 	: 	: 	0 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,DE	0 	0 	1 	0 	2 b	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,DK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,EE	0 	0 	: 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,ES	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,FI	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,FR	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,HR	0 	0 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,HU	0 	0 	0 	0 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,IE	0 p	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,IS	0 	0 	0 	: 	: b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,IT	0 	0 	0 	0 	0 p	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,LI	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,LU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,LV	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,ME	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,MK	: 	0 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,MT	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,NL	0 	9 	14 	12 	13 b	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,NO	0 	0 	: 	: 	: 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,PL	6 	0 	0 	0 	0 b	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,PT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,RO	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,SE	0 	1 	0 	2 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,SI	0 	: 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,SK	: 	: b	0 b	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y71,UNK,NR,T,UK	0 	0 	0 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,AT	73 	52 	42 	51 	35 	49 	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,BE	26 	54 	81 	70 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,BG	33 p	8 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,CH	44 	55 	38 b	42 	44 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,CY	0 	0 	15 	28 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,CZ	20 	8 	9 	19 	28 	27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,DE	188 	204 	164 	140 	131 b	279 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,DK	9 	4 	3 	3 	3 	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,EE	7 	3 	3 	7 	5 	6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,EL	20 	20 	21 	20 	12 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,ES	338 	384 	401 	303 	328 	360 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,FI	5 	7 	8 	7 	9 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,FR	134 	88 	92 	41 	91 	15 	89 	39 b	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,HR	13 	17 	14 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,HU	18 	25 	34 	32 b	36 	48 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,IE	0 p	0 	2 	8 	6 	3 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,IS	0 	1 	2 	1 	: b	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,IT	285 	239 	225 	225 	295 p	329 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,LI	1 	1 	1 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,LT	1 	3 	0 	5 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,LU	8 	9 	4 	6 	7 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,LV	5 	8 	6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,ME	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,MK	: 	0 	3 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,MT	4 	3 	2 	0 	1 	1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,NL	19 	15 	14 	13 	16 b	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,NO	6 	8 	13 	8 	13 	9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,PL	76 	99 	67 	47 	82 b	8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,PT	3 	5 	7 	6 	8 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,RO	9 	6 	6 	9 	6 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,SE	39 	15 	24 	27 	29 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,SI	6 	6 	8 	6 	5 	12 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,SK	: 	: b	3 b	4 	7 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,F,UK	265 	22 	141 	162 	57 	205 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,AT	43 	38 	29 	53 	31 	30 	31 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,BE	26 	31 	41 	47 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,BG	47 p	23 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,CH	59 	47 	37 b	40 	43 	38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,CY	0 	0 	7 	23 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,CZ	8 	14 	9 	19 	17 	27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,DE	163 	172 	117 	121 	111 b	250 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,DK	9 	4 	4 	2 	7 	7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,EE	0 	1 	: 	5 	1 	1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,EL	22 	22 	23 	20 	15 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,ES	344 	344 	325 	300 	314 	323 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,FI	2 	4 	6 	8 	3 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,FR	104 	157 	160 	111 	90 	100 	120 	112 b	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,HR	19 	11 	15 	: 	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,HU	29 	22 	30 	39 b	29 	38 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,IE	7 p	1 	8 	15 	16 	29 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,IS	0 	0 	1 	: 	1 b	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,IT	164 	144 	131 	142 	191 p	243 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,LI	1 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,LT	4 	4 	0 	1 	4 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,LU	16 	6 	9 	8 	13 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,LV	5 	12 	9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,ME	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,MK	: 	2 	0 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,MT	14 	11 	7 	2 	5 	2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,NL	18 	19 	10 	15 	9 b	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,NO	9 	5 	7 	8 	11 	8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,PL	272 	48 	71 	65 	48 b	12 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,PT	4 	3 	8 	6 	6 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,RO	11 	16 	11 	22 	12 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,SE	27 	25 	28 	16 	36 	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,SI	9 	10 	6 	5 	9 	10 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,SK	: 	: b	2 b	3 	9 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,M,UK	78 	147 	255 	51 	94 	153 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,AT	116 	90 	71 	104 	66 	79 	71 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,BE	52 	85 	122 	117 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,BG	80 p	31 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,CH	103 	102 	75 b	82 	87 	72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,CY	0 	0 	22 	51 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,CZ	28 	22 	18 	38 	45 	54 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,DE	351 	376 	281 	261 	242 b	529 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,DK	18 	8 	7 	5 	10 	11 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,EE	7 	4 	3 	12 	6 	7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,EL	42 	42 	44 	40 	27 	21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,ES	682 	728 	726 	603 	642 	683 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,FI	7 	11 	14 	15 	12 	13 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,FR	238 	245 	252 	152 	181 	115 	209 	151 b	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,HR	32 	28 	29 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,HU	47 	47 	64 	71 b	65 	86 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,IE	7 p	1 	10 	23 	22 	32 	81 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,IS	0 	1 	3 	1 	1 b	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,IT	449 	383 	356 	367 	486 p	572 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,LI	2 	1 	1 	0 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,LT	5 	7 	0 	6 	7 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,LU	24 	15 	13 	14 	20 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,LV	10 	20 	15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,ME	: 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,MK	: 	2 	3 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,MT	18 	14 	9 	2 	6 	3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,NL	37 	34 	24 	28 	25 b	27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,NO	15 	13 	20 	16 	24 	17 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,PL	348 	147 	138 	112 	130 b	20 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,PT	7 	8 	15 	12 	14 	24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,RO	20 	22 	17 	31 	18 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,SE	66 	40 	52 	43 	65 	51 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,SI	15 	16 	14 	11 	14 	22 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,SK	: 	: b	5 b	7 	16 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,FOR,NR,T,UK	343 	169 	396 	213 	151 	358 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,AT	18 	13 	8 	14 	11 	7 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,BE	12 	16 	22 	15 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,BG	7 p	10 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,CH	55 	40 	52 b	21 	32 	26 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,CY	0 	0 	1 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,CZ	0 	: 	: 	0 	0 	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,DE	93 	130 	105 	105 	92 b	115 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,DK	12 	8 	9 	7 	11 	17 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,EE	1 	0 	3 	5 	2 	3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,EL	69 	70 	72 	83 	47 	39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,ES	88 	59 	79 	70 	91 	88 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,FI	15 	11 	10 	6 	13 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,FR	67 	70 	84 	33 	43 	43 	44 	63 b	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,HR	15 	6 	9 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,HU	4 	12 	5 	0 b	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,IE	0 p	0 	9 	18 	14 	5 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,IS	0 	0 	1 	: 	1 b	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,IT	76 	77 	98 	77 	95 p	112 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,LI	0 	0 	2 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,LT	2 	3 	4 	2 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,LU	1 	0 	1 	1 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,LV	3 	5 	6 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,ME	: 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,MK	: 	1 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,MT	3 	3 	5 	3 	5 	5 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,NL	53 	38 	30 	36 	42 b	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,NO	16 	15 	15 	9 	9 	12 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,PL	184 	95 	104 	67 	78 b	26 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,PT	4 	1 	13 	30 	35 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,RO	73 	88 	120 	90 	68 	61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,SE	20 	13 	15 	14 	13 	12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,SI	6 	8 	8 	11 	6 	7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,SK	: 	: b	2 b	0 	1 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,F,UK	107 	127 	229 	129 	127 	105 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,AT	23 	21 	16 	19 	10 	16 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,BE	26 	20 	21 	21 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,BG	6 p	17 	: 	: 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,CH	51 	49 	42 b	19 	25 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,CY	0 	0 	5 	17 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,CZ	3 	1 	3 	5 	3 	3 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,DE	193 	205 	176 	132 	122 b	153 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y72,NAT,NR,M,DK	23 	11 	10 	16 	13 	10 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
